      1.00000  2.15833e-19
      1.00900  2.69300e-19
      1.01900  3.50000e-19
      1.02800  4.70333e-19
      1.03800  6.26667e-19
      1.04700  7.62333e-19
      1.05700  7.85333e-19
      1.06700  6.99000e-19
      1.07600  5.87333e-19
      1.08600  4.98000e-19
      1.09600  4.36667e-19
      1.10700  3.97667e-19
      1.11700  3.74667e-19
      1.12700  3.63667e-19
      1.13800  3.61667e-19
      1.14800  3.67333e-19
      1.15900  3.80333e-19
      1.16900  4.01000e-19
      1.18000  4.30000e-19
      1.19100  4.68667e-19
      1.20200  5.18000e-19
      1.21300  5.79000e-19
      1.22500  6.50000e-19
      1.23600  7.25667e-19
      1.24700  7.96667e-19
      1.25900  8.50667e-19
      1.27100  8.78333e-19
      1.28200  8.77667e-19
      1.29400  8.55333e-19
      1.30600  8.21667e-19
      1.31800  7.84667e-19
      1.33000  7.49667e-19
      1.34300  7.19000e-19
      1.35500  6.93667e-19
      1.36800  6.73667e-19
      1.38000  6.58667e-19
      1.39300  6.47333e-19
      1.40600  6.39667e-19
      1.41900  6.35000e-19
      1.43200  6.33000e-19
      1.44500  6.32667e-19
      1.45900  6.34667e-19
      1.47200  6.38000e-19
      1.48600  6.43000e-19
      1.50000  6.49000e-19
      1.51400  6.56000e-19
      1.52800  6.64000e-19
      1.54200  6.73000e-19
      1.55600  6.82333e-19
      1.57000  6.92667e-19
      1.58500  7.03667e-19
      1.60000  7.15000e-19
      1.61400  7.26667e-19
      1.62900  7.38667e-19
      1.64400  7.51333e-19
      1.66000  7.64000e-19
      1.67500  7.76667e-19
      1.69000  7.89333e-19
      1.70600  8.02000e-19
      1.72200  8.14333e-19
      1.73800  8.26333e-19
      1.75400  8.37333e-19
      1.77000  8.47000e-19
      1.78600  8.55000e-19
      1.80300  8.60000e-19
      1.82000  8.61667e-19
      1.83700  8.59333e-19
      1.85400  8.52667e-19
      1.87100  8.43667e-19
      1.88800  8.38333e-19
      1.90500  8.43333e-19
      1.92300  8.63667e-19
      1.94100  8.97667e-19
      1.95900  9.39000e-19
      1.97700  9.82333e-19
      1.99500  1.02433e-18
      2.01400  1.06367e-18
