      1.00000  2.29600e-19
      1.00900  2.86000e-19
      1.01900  3.71300e-19
      1.02800  4.97900e-19
      1.03800  6.62800e-19
      1.04700  8.06300e-19
      1.05700  8.30700e-19
      1.06700  7.40100e-19
      1.07600  6.22800e-19
      1.08600  5.28600e-19
      1.09600  4.64200e-19
      1.10700  4.23300e-19
      1.11700  3.99400e-19
      1.12700  3.87900e-19
      1.13800  3.86100e-19
      1.14800  3.92400e-19
      1.15900  4.06600e-19
      1.16900  4.28800e-19
      1.18000  4.59800e-19
      1.19100  5.01000e-19
      1.20200  5.53600e-19
      1.21300  6.18400e-19
      1.22500  6.93800e-19
      1.23600  7.74600e-19
      1.24700  8.50400e-19
      1.25900  9.08100e-19
      1.27100  9.37700e-19
      1.28200  9.37600e-19
      1.29400  9.14800e-19
      1.30600  8.79700e-19
      1.31800  8.41000e-19
      1.33000  8.04300e-19
      1.34300  7.72500e-19
      1.35500  7.46400e-19
      1.36800  7.25800e-19
      1.38000  7.10200e-19
      1.39300  6.99000e-19
      1.40600  6.91500e-19
      1.41900  6.87300e-19
      1.43200  6.85700e-19
      1.44500  6.86500e-19
      1.45900  6.89200e-19
      1.47200  6.93600e-19
      1.48600  6.99600e-19
      1.50000  7.06900e-19
      1.51400  7.15300e-19
      1.52800  7.24700e-19
      1.54200  7.35100e-19
      1.55600  7.46300e-19
      1.57000  7.58300e-19
      1.58500  7.70900e-19
      1.60000  7.84100e-19
      1.61400  7.97800e-19
      1.62900  8.12000e-19
      1.64400  8.26500e-19
      1.66000  8.41300e-19
      1.67500  8.56200e-19
      1.69000  8.71200e-19
      1.70600  8.86100e-19
      1.72200  9.00801e-19
      1.73800  9.14901e-19
      1.75400  9.28201e-19
      1.77000  9.40101e-19
      1.78600  9.50101e-19
      1.80300  9.57301e-19
      1.82000  9.60802e-19
      1.83700  9.59802e-19
      1.85400  9.54402e-19
      1.87100  9.46703e-19
      1.88800  9.42503e-19
      1.90500  9.49704e-19
      1.92300  9.73605e-19
      1.94100  1.01201e-18
      1.95900  1.05901e-18
      1.97700  1.10801e-18
      1.99500  1.15601e-18
      2.01400  1.20101e-18
      2.03200  1.24301e-18
      2.05100  1.28302e-18
      2.07000  1.32102e-18
      2.08900  1.35802e-18
      2.10900  1.39403e-18
      2.12800  1.42903e-18
      2.14800  1.46403e-18
      2.16800  1.49804e-18
      2.18800  1.53305e-18
      2.20800  1.56705e-18
      2.22800  1.60206e-18
      2.24900  1.63707e-18
      2.27000  1.67308e-18
      2.29100  1.70910e-18
      2.31200  1.74511e-18
      2.33300  1.78213e-18
      2.35500  1.82015e-18
      2.37700  1.85917e-18
      2.39900  1.89820e-18
      2.42100  1.93823e-18
      2.44300  1.97926e-18
      2.46600  2.02130e-18
      2.48900  2.06434e-18
      2.51200  2.10739e-18
      2.53500  2.15244e-18
      2.55900  2.19751e-18
      2.58200  2.24457e-18
      2.60600  2.29265e-18
      2.63000  2.34274e-18
      2.65500  2.39384e-18
      2.67900  2.44695e-18
      2.70400  2.50208e-18
      2.72900  2.56022e-18
      2.75400  2.62138e-18
      2.78000  2.68657e-18
      2.80500  2.75477e-18
      2.83100  2.82900e-18
      2.85800  2.90926e-18
      2.88400  2.99855e-18
      2.91100  3.09789e-18
      2.93800  3.21127e-18
      2.96500  3.34370e-18
      2.99200  3.50321e-18
      3.02000  3.69981e-18
      3.04800  3.95252e-18
      3.07600  4.29241e-18
      3.10500  4.77654e-18
      3.13300  5.51611e-18
