  1.0000e-01  1.1375e-13  8.8220e-15  4.7679e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.0090e-01  1.1121e-13  8.6910e-15  4.6614e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.0190e-01  1.0861e-13  8.5420e-15  4.5527e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.0280e-01  1.0590e-13  8.3920e-15  4.4391e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.0380e-01  1.0303e-13  8.2210e-15  4.3188e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.0470e-01  1.0013e-13  8.0310e-15  4.1971e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.0570e-01  9.7287e-14  7.8210e-15  4.0780e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.0670e-01  9.4467e-14  7.5610e-15  3.9597e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.0760e-01  9.1705e-14  7.2800e-15  3.8440e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.0860e-01  8.8959e-14  6.9810e-15  3.7289e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.0960e-01  8.6348e-14  6.7210e-15  3.6194e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.1070e-01  8.3850e-14  6.4910e-15  3.5147e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.1170e-01  8.1446e-14  6.2500e-15  3.4139e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.1270e-01  7.9086e-14  5.9910e-15  3.3150e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.1380e-01  7.6768e-14  5.7510e-15  3.2179e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.1480e-01  7.4483e-14  5.5100e-15  3.1221e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.1590e-01  7.2300e-14  5.3000e-15  3.0306e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.1690e-01  7.0170e-14  5.1010e-15  2.9413e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.1800e-01  6.8112e-14  4.9210e-15  2.8550e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.1910e-01  6.6065e-14  4.7200e-15  2.7692e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.2020e-01  6.4091e-14  4.5410e-15  2.6865e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.2130e-01  6.2158e-14  4.3700e-15  2.6055e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.2250e-01  6.0277e-14  4.1950e-15  2.5266e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.2360e-01  5.8457e-14  4.0330e-15  2.4503e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.2470e-01  5.6703e-14  3.8650e-15  2.3768e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.2590e-01  5.5000e-14  3.7070e-15  2.3054e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.2710e-01  5.3363e-14  3.5630e-15  2.2368e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.2820e-01  5.1804e-14  3.4440e-15  2.1715e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.2940e-01  5.0280e-14  3.2900e-15  2.1076e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.3060e-01  4.8440e-14  3.1680e-15  2.0304e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.3180e-01  4.7171e-14  3.0420e-15  1.9773e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.3300e-01  4.5976e-14  2.9320e-15  1.9272e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.3430e-01  4.4840e-14  2.8330e-15  1.8795e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.3550e-01  4.3754e-14  2.7280e-15  1.8340e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.3680e-01  4.2725e-14  2.6260e-15  1.7909e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.3800e-01  4.1752e-14  2.5370e-15  1.7501e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.3930e-01  4.0824e-14  2.4610e-15  1.7112e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.4060e-01  3.9937e-14  2.3860e-15  1.6740e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.4190e-01  3.9082e-14  2.3130e-15  1.6382e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.4320e-01  3.8207e-14  2.2530e-15  1.6015e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.4450e-01  3.7309e-14  2.1810e-15  1.5639e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.4590e-01  3.6394e-14  2.1063e-15  1.5255e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.4720e-01  3.5496e-14  2.0272e-15  1.4879e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.4860e-01  3.4657e-14  1.9522e-15  1.4527e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.5000e-01  3.3830e-14  1.8692e-15  1.4180e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.5140e-01  3.3062e-14  1.7872e-15  1.3859e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.5280e-01  3.2368e-14  1.7062e-15  1.3568e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.5420e-01  3.1733e-14  1.6261e-15  1.3301e+02  1.0000e-02  9.5000e-01  5.0000e-01
  1.5560e-01  3.1173e-14  1.5482e-15  1.3067e+02  1.0000e-02  9.5000e-01  5.0000e-01
